REB	Rebels
matlatzinca	Matlantzinca
tecos	Tecos
tepic	Tepic
chichimecan	Chichimecan
guamares	Guamares
otomi	Otomi
yaqui	Yaqui
yucatec	Yucatec
putun	Putun
mayan	Mayan
highland_mayan	Highland Mayan
lacandon	Lacandon
wastek	Wastek
chontales	Chontales
zapotek	Zapotek
mixtec	Mixtec
tlapanec	Tlapanec
inca	Quechua
aimara	Aimara
diaguita	Diaguita
chimuan	Chimuan
tupinamba	Tupinamba
guarani	Guarani
charruan	Charruan
ge	Ge
jivaro	Jivaro
chachapoyan	Chachapoyan
muisca	Muisca
cara	Caran
miskito	Miskito
chacoan	Chacoan
mapuche	Mapuche
patagonian	Patagonian
het	Het
huarpe	Huarpe
arawak	Taino
maipurean	Maipurean
carib	Carib
guajiro	Lokono
aleutian	Aleutian
inuit	Inuit
shawnee	Shawnee
illini	Illini
miami	Myaamia
anishinabe	Anishinabe
algonquin	Anicinabe
cree	Cree
innu	Innu-Naskapi
mesquakie	Mesquakie
cheyenne	Cheyenne
blackfoot	Blackfoot
arapaho	Arapaho
plains_cree	Plains Cree
bungi	Bungi
delaware	Delaware
abenaki	Abenaki
mikmaq	Mikmaq
maliseet	Maliseet
mahican	Mahican
powhatan	Powhatan
pequot	Pequot
massachusset	Massachusset
iroquois	Iroquois
cherokee	Cherokee
huron	Huron
laurentian	Laurentian
tionontate	Tionontate
susquehannock	Susquehannock
dakota	Dakota
nakota	Nakota
chiwere	Chiwere
osage	Osage
wichita	Wichita
caddo	Caddo
pawnee	Pawnee
creek	Creek
choctaw	Choctaw
chickasaw	Chickasaw
yuchi	Yuchi
yoron	Yoron
catawba	Catawba
natchez	Natchez
yamasee	Yamasee
pueblo	Pueblo
piman	Piman
shoshone	Shoshone
kiowa	Kiowa
apache	Eastern Apache
mescalero	Mescalero
lipan	Lipan
navajo	Navajo
chipewyan	Chipewyan
haida	Haida
athabascan	Athabascan
salish	Salish
chinook	Chinook
yokuts	Yokuts
vietnamese_new	Sino-Vietnamese
korean_new	Sino-Korean
tibetan_new	Sino-Tibetan
altaic_new	Sino-Altaic
zhuang_new	Sino-Zhuang
manchu_new	Manchu
chihan	Zhili
cantonese	Cantonese
jin	Jin
wu	Wu
chimin	Min
hakka	Hakka
gan	Gan
xiang	Xiang
sichuanese	Sichuanese
jianghuai	Jianghuai
xibei	Xibei
hubei	Hubei
zhongyuan	Zhongyuan
shandong_culture	Shandong
korean	Korean
togoku	Togoku
japanese	Saigoku
kyushuan	Kyushuan
tibetan	Tibetan
yi	Yi
bai	Bai
miao	Miao
malayan	Malayan
sumatran	Sumatran
acehnese	Acehnese
javanese	Javanese
sundanese	Sundanese
filipino	Filipino
bornean	Bornean
madagascan	Madagascan
sulawesi	Sulawesi
moluccan	Moluccan
nusa_tenggara	Nusa Tenggara
cham	Cham
central_thai	Siamese
northern_thai	Khon Muang
lao	Lao
shan	Shan
zhuang	Zhuang
khmer	Khmer
mon	Mon
vietnamese	Vietnamese
burmese	Burmese
chin	Chin
karen	Karen
kachin	Kachin
arakanese	Arakanese
papuan	Papuan
maori	Maori
melanesian	Melanesian
polynesian	Polynesian
aboriginal	Kuric
yura	Yura
paman	Paman
gunwinyguan	Gunwinyguan
palawa	Palawa
kulin	Kulin
gamilaraay	Gamilaraay
nyoongah	Nyoongah
assamese	Assamese
bengali	Bengali
kochi	Kochi
bihari	Bihari
pahari	Pahari
nepali	Nepali
oriya	Oriya
sinhala	Sinhalese
avadhi	Avadhi
kanauji	Hindavi
vindhyan	Vindhyan
panjabi	Panjabi
kashmiri	Kashmiri
gujarati	Gujarati
parsi	Parsi
saurashtri	Saurashtri
marathi	Marathi
sindhi	Sindhi
rajput	Rajasthani
malvi	Malvi
kannada	Kannada
malayalam	Malayalam
tamil	Tamil
telegu	Telugu
gondi	Gondi
garjati	Garjati
jharkhandi	Jharkandi
mali	Mali
songhai	Songhai
soninke	Soninke
bambara	Bambara
bozo	Bozo
dyola	Dyola
hausa	Hausa
kanuri	Kanuri
bilala	Bilala
tunjur	Tunjur
tuareg	Tuareg
senegambian	Senegambian
fulani	Fulani
yorumba	Yoruba
aka	Akan
nupe	Nupe
fon	Fon
mossi	Mossi
dagomba	Dagomba
makua	Makua
nguni	Nguni
bemba	Bemba
khoisan	Khoisan
shona	Shona
nyasa	Nyasa
lunda	Lunda
luba	Luba
kongolese	Kongolese
yaka	Yaka
kuba	Kuba
mbundu	Mbundu
chokwe	Chokwe
mbangala	Mbangala
jukun	Jukun
sawabantu	Sawabantu
rwandan	Rwandan
ganda	Ganda
masaba	Masaba
madagasque	Malagasy
takama	Takama
bena	Bena
bantu	Thagiicu
swahili	Swahili
somali	Somali
harari	Harari
afar	Afar
oromo	Oromo
tigray	Tigray
sidamo	Sidamo
amhara	Amhara
acholi	Acholi
nubian	Nubian
beja	Beja
evenk	Evenk
yakut	Yakut
yukagyr	Yukaghir
buryat	Buryat
tungus	Tungus
manchu	Jurchen
ainu	Ainu
kamchatkan	Kamchatkan
nivkh	Nivkh
astrakhani	Astrakhani
bashkir	Bashkir
crimean	Crimean
kazani	Kazani
mishary	Mishar
nogaybak	Nogai
siberian	Siberian
atlantean	Atlantean
spartan	Spartan
athenian	Athenian
old_egyptian	Old Egyptian
roman	Roman
jan_mayenese	Jan Mayenese
pruthenian	Pruthenian
phoenician	Phoenician
scanian	Scanian
anglosaxon	Anglo-Saxon
babylonian	Babylonian
etrurian	Etrurian
parthian	Parthian
aramaic	Aramaic
hebrew	Hebrew
scythian	Scythian
livonian	Livonian

# religion  # Religion Group
christian	Christian
catholic	Catholic
anglican	Anglican
hussite	Hussite
protestant	Protestant
reformed	Reformed
orthodox	Orthodox
coptic	Coptic
muslim	Muslim
sunni	Sunni
shiite	Shiite
ibadi	Ibad
eastern	Eastern
buddhism	Theravada
vajrayana	Vajrayana
mahayana	Mahayana
confucianism	Confucian
shinto	Shinto
dharmic	Dharmic
hinduism	Hindu
sikhism	Sik
pagan	Pagan
animism	Animist
shamanism	Totemist
totemism	Totemist
inti	Inti
nahuatl	Nahuatl
mesoamerican_religion	Mayan
norse_pagan_reformed	Norse
tengri_pagan_reformed	Tengri
jewish_group	Jewish
jewish	Jewish
zoroastrian_group	Zoroastrian
zoroastrian	Zoroastrian

western_mediterrenean_area	Western Mediterranean
eastern_mediterrenean_area	Eastern Mediterranean
black_sea_area	Black Sea
baltic_area	Baltic Sea
kattegat_area	Kattegat
north_sea_area	North Sea
norwegian_sea_area	Norwegian Sea
white_sea_area	White Sea
red_sea_area	Red Sea
persian_gulf_area	Persian Gulf
arabian_sea_area	Arabian Sea
andaman_sea_area	Andaman Sea
bay_of_bengal_area	Bay of Bengal
eastern_indian_ocean_area	Eastern Indian Ocean
western_indian_ocean_area	Western Indian Ocean
south_indian_ocean_area	South Indian Ocean
great_australian_bight_area	Great Australian Bight
swahili_coast_sea_area	Swahili Coast
south_china_sea_area	South China Sea
celebes_sea_area	Celebes Sea
java_sea_area	Java Sea
east_china_sea_area	East China Sea
sea_of_japan_area	Sea of Japan
sea_of_okhotsk_area	Sea of Okhotsk
berring_sea_area	Bering Sea
tasman_sea_area	Tasman Sea
coral_sea_area	Coral Sea
philipine_sea_area	Philipine Sea
banda_arafura_seas_area	Banda & Arafura
gulf_of_alaska_area	Gulf of Alaska
sea_of_grau_area	Sea of Grau
chilean_sea_area	Chilean Sea
gulf_of_panama_area	Gulf of Panama
bay_of_biscay_area	Bay of Biscay
english_channel_area	English Channel
caribbean_sea_area	Caribbean Sea
gulf_of_mexico_area	Gulf of Mexico
sea_of_labrador_area	Labrador Sea
hudson_bay_sea_area	Hudson Bay Sea
denmark_strait_area	Denmark Strait
gulf_of_guinea_sea_area	Gulf of Guinea Sea
cape_of_storms_area	Cape of Storms
skeleton_coast_area	Skeleton Coast
east_pacific_ocean_area	East Pacific
polynesian_triangle_area	Polynesian Triangle
south_pacific_area	South Pacific
north_pacific_area	North Pacific
north_pacific_coast_area	Pacific Coast
coast_of_brazil_sea_area	Coast of Brazil
coast_of_guyana_area	Coast of Guyana
celtic_sea_area	Celtic Sea
west_african_coast_sea_area	West African Sea
south_atlantic_area	South Atlantic
argentine_sea_area	Argentine Sea
gulf_of_st_lawrence_area	Gulf of St Lawrence
gulf_stream_area	Gulf Stream
sargasso_sea_area	Sargasso Sea
north_atlantic_area	North Atlantic
bahama_channel_area	Bahama Channel
brittany_area	Brittany
normandy_area	Normandy
provence_area	Provence
poitou_area	Poitou
guyenne_area	Guyenne
pyrenees_area	Gascony
languedoc_area	Languedoc
bourgogne_area	Eastern Burgundy
west_burgundy_area	Western Burgundy
massif_central_area	Auvergne
savoy_dauphine_area	Savoy
lorraine_area	Lorraine
picardy_area	Picardy
ile_de_france_area	Île-de-France
champagne_area	Champagne
loire_area	Loire Valley
orleans_area	Orléanais
wallonia_area	Wallonia
holland_area	Holland
flanders_area	Flanders
frisia_area	Frisia
brabant_area	South Brabant
north_brabant_area	North Brabant
aragon_area	Aragon
catalonia_area	Catalonia
valencia_area	Valencia
lower_andalucia_area	Lower Andalucia
upper_andalucia_area	Upper Andalucia
castille_area	South Castile
toledo_area	Toledo
asturias_area	North Castile
galicia_area	Galicia
baleares_area	Baleares
basque_country	Vasconia
leon_area	León
extremadura_area	Extremadura
beieras_area	Beiras
alentejo_area	Alentejo
macaronesia_area	Macaronesia
venetia_area	Venetia
lombardy_area	Lombardy
po_valley_area	Po Valley
piedmont_area	Piedmont
tuscany_area	Tuscany
liguria_area	Liguria
corsica_sardinia_area	Western Mediterranean Islands
sicily_area	Eastern Sicily
western_sicily_area	Western Sicily
naples_area	Campania
lazio_area	Lazio-Umbria
calabria_area	Calabria
apulia_area	Apulia
emilia_romagna_area	Emilia-Romagna
central_italy_area	Marche-Abruzzo
munster_area	Munster
connacht_area	Connacht
leinster_area	Leinster
ulster_area	Ulster
kingdom_of_the_isles_area	The Isles
highlands_area	Highlands
lowlands_area	Lowlands
wales_area	Wales
scottish_marches_area	Northern England
yorkshire_area	Yorkshire
west_midlands_area	West Midlands
east_midlands_area	East Midlands
wessex_area	Wessex
home_counties_area	London
east_anglia_area	East Anglia
jutland_area	North Jutland
denmark_area	Denmark
skaneland_area	Skåneland
gotaland_area	Östra Götaland
vastra_gotaland_area	Västra Götaland
svealand_area	Västra Svealand
ostra_svealand_area	Östra Svealand
norrland_area	Norrland
finland_area	Finland
bothnia_area	Ostrobothnia
laponia_area	Laponia
karelia_area	South Karelia
subarctic_islands_area	North Atlantic Islands
greenland_area	Greenland
estonia_ingria_area	Estonia
livonia_area	Livonia
curonia_area	Curonia
east_prussia_area	East Prussia
west_prussia_area	West Prussia
wielkopolska_area	Wielkopolska
malopolska_area	Malopolska
red_ruthenia_area	Red Ruthenia
podolia_volhynia_area	Podolia
volhynia_area	Volhynia
pripyat_area	Pripyat
podlasie_area	Podlasie
mazovia_area	Mazovia
central_poland_area	Central Poland
sandomierz_area	Sandomierz
kuyavia_area	Kuyavia
samogitia_area	Samogitia
lithuania_area	Aukstaitija
west_dniepr_area	West Dniepr
east_dniepr_area	East Dniepr
chernigov_area	Chernigov
sloboda_ukraine_area	Sloboda Ukraine
yedisan_area	Yedisan
zaporizhia_area	Zaporizhia
azov_area	Azov
crimea_area	Crimea
white_ruthenia_area	White Ruthenia
minsk_area	Minsk
ryazan_area	Ryazan
moscow_area	Moscow
vladimir_area	Vladimir
yaroslavl_area	Yaroslavl
tver_area	Tver
suzdal_area	Suzdal
smolensk_area	Smolensk
oka_area	Oka
novgorod_area	Novgorod
pskov_area	Pskov
vologda_area	Vologda
beloozero_area	Beloozero
astrakhan_area	Astrakhan
lower_don_area	Lower Don
kazan_area	Kazan
samara_area	Samara
lower_yik_area	Lower Yik
nogai_area	Nogai
ural_area	Ural
pomor_area	Pomorye
arkhangelsk_area	Arkhangelsk
bashkiria_area	Bashkiria
volga_area	Volga
galich_area	Galich
kama_area	Kama
tambov_area	Tambov
saratov_area	Saratov
silesia_area	Silesia
bohemia_area	Bohemia
erzgebirge_area	Erzgebirge
lusatia_area	Lusatia
moravia_area	Moravia
south_saxony_area	Saxony
upper_bavaria_area	Upper Bavaria
lower_bavaria_area	Lower Bavaria
east_bavaria_area	East Bavaria
lower_swabia_area	West Swabia
franconia_area	Lower Franconia
upper_franconia_area	Upper Franconia
upper_swabia_area	East Swabia
northern_saxony_area	Saxony-Anhalt
thuringia_area	Thuringia
neumark_area	Neumark
mittelmark_area	Mittelmark
vorpommern_area	Vorpommern
hinter_pommern_area	Hinterpommern
tirol_area	Tirol
austria_proper_area	Austria Proper
inner_austria_area	Inner Austria
carinthia_area	Carniola
switzerland_area	Switzerland
romandie_area	Romandie
upper_rhineland_area	Baden
alsace_area	Alsace
palatinate_area	Palatinate
north_rhine_area	North Rhine
lower_rhineland_area	Lower Rhineland
westphalia_area	South Westphalia
north_westphalia_area	North Westphalia
hesse_area	Hesse
braunschweig_area	Braunschweig
weser_area	Weser
holstein_area	Schleswig-Holstein
lower_saxony_area	Lower Saxony
mecklenburg_area	Mecklenburg
macedonia_area	Macedonia
morea_area	Morea
northern_greece_area	Northern Greece
thrace_area	Thrace
bulgaria_area	Bulgaria
silistria_area	Silistria
wallachia_area	Wallachia
moldavia_area	Moldavia
transylvania_area	Northern Transylvania
southern_transylvania_area	Southern Transylvania
slovakia_area	Slovakia
serbia_area	Serbia
rascia_area	Rascia
albania_area	Albania
bosnia_area	Bosnia
croatia_area	Croatia
slavonia_area	Slavonia
east_adriatic_coast_area	Dalmatia
alfold_area	Alföld
transdanubia_area	Transdanubia
imereti_area	Imereti
samtskhe_area	Samtskhe
kartli_kakheti_area	Kartli-Kakheti
armenia_area	Armenia
shirvan_area	Shirvan
circassia_area	Circassia
dagestan_area	Dagestan
rum_area	Rum
erzurum_area	Erzurum
hudavendigar_area	Hüdavendigar
germiyan_area	Germiyan
aydin_area	Aydin
ankara_area	Ankara
aegean_archipelago_area	Aegean Archipelago
kastamonu_area	Karadeniz
karaman_area	Karaman
cukurova_area	Çukurova
aleppo_area	Aleppo
syria_area	Syria
trans_jordan_area	Transjordan
palestine_area	Palestine
dulkadir_area	Dulkadir
iraq_arabi_area	Iraq Arabi
basra_area	Basra
luristan_area	Luristan
north_kurdistan_area	Kurdistan
khuzestan_area	Khuzestan
shahrizor_area	Shahrizor
al_jazira_area	Al Jazira
bahrain_area	Bahrain
pirate_coast_area	Pirate Coast
nafud_area	An Nafud
tabuk_area	Tabuk
medina_area	Medina
mecca_area	Mecca
asir_area	Asir
tihama_al_yemen_area	Tihama al-Yemen
upper_yemen_area	Upper Yemen
yemen_area	Lower Yemen
hadramut_area	Hadramut
mahra_area	Mahra
yamamah_area	al-Yamamah
qasim_area	al-Qasim
dhofar_area	Dhofar
oman_area	Oman
mascat_area	Muscat
syrian_desert_area	Syrian Desert
gulf_of_arabia_area	Red Sea Hills
al_wahat_area	al-Wahat
delta_area	Delta
bahari_area	Bahari
vostani_area	Vostani
said_area	Said
tripolitania_area	Tripolitania
cyrenaica_area	Cyrenaica
fezzan_area	Fezzan
tunisia_area	Tunisia
djerba_area	Djerba
algiers_area	Algiers
barbary_coast_area	Barbary Coast
kabylia_area	Kabylia
hautes_plaines_area	Hautes Plains
ouled_nail_area	Ouled Nail
north_saharan_area	North Sahara
tafilalt_area	Tafilalt
sus_area	Sus
southern_morocco_area	Southern Morocco
western_morocco_area	Gharb
marrekesh_area	Central Morocco
northern_morocco_area	North Morocco
madagascar_highlands_area	Madagascar Highlands
betsimasaraka_area	Betsimasaraka
sakalava_area	Sakalava
lower_zambezi_area	Lower Zambezi
upper_zambezi_area	Upper Zambezi
shire_area	Shire
butua_area	Butua
zimbabwe_area	Zimbabwe
ruvuma_area	Ruvuma
ngonde_area	Ngonde
mozambique_area	Mozambique
uticulo_makuana_area	Makuana
quelimane_area	Quelimane
limpopo_area	Natal
central_swahili_coast_area	Central Swahili Coast
northern_swahili_coast_area	Northern Swahili Coast
mombasa_area	Mombasa
kenya_area	Kenya
jubba_area	Jubba
tanzania_area	Tanzania
buha_area	Buha
buzinza_area	Buzinza
luba_area	Luba
katanga_area	Shaba
zambia_area	Zambia
chokwe_area	Chokwe
rwanda_area	Rwanda
uganda_area	Uganda
bunyoro_area	Bunyoro
kasai_area	Kasai
sankuru_area	Sankuru
ogaden_area	Ogaden
darfur_central_sahara_area	Central Sahara
kurdufan_area	Kurdufan
lower_nubia_area	Lower Nubia
dongola_area	Dongola
upper_nubia_area	Upper Nubia
sennar_area	Sennar
red_sea_coast_area	Red Sea Coast
tigray_area	Tigray
ifat_area	Ifat
somaliland_area	Somaliland
southern_ethiopia_area	Kaffa
hadiya_area	Hadiya
central_ethiopia_area	Central Ethiopia
damot_area	Damot
aussa_area	Aussa
shewa_area	Shewa
mogadishu_area	Mogadishu
ajuuran_area	Ajuuraan
majarteen_area	Majeerteen
mascarenes_area	Mascarenes
indian_ocean_islands_area	Indian Ocean Islands
papua_area	Papuan Peninsula
vogelkop_area	Vogelkop Peninsula
melanesia_area	Melanesia
fiji_area	Fiji
micronesia_area	East Micronesia
west_micronesia_area	West Micronesia
western_australia_area	Perth
northern_australia_area	Capricornia
top_end_area	Top End
eastern_australia_area	New South Wales
southern_australia_area	Victoria
murray_river_area	Princeland
illawara_area	Illawara
north_queensland_area	Queensland
south_queensland_area	Brisbane
pilbara_area	Pilbara
tasmania_area	Tasmania
northern_polynesia_area	Northern Polynesia
eastern_polynesia_area	Eastern Polynesia
polynesia_area	Polynesia
te_ika_a_maui_hauauru_area	Te Ika a Maui Hauauru
te_ika_a_maui_waho_area	Te Ika a Maui Waho
te_waipounamu_area	Te Waipounamu
western_sahara_area	Western Sahara
cap_verde_area	Cap Verde
jolof_area	Jolof
tekrur_area	Tekrur
baghena_area	Baghena
manding_area	Manding
futa_jallon_area	Futa Jallon
massina_area	Massina
jenne_area	Jenne
upper_volta_area	Upper Volta
kong_area	Kong
lower_volta_area	Lower Volta
lower_niger_area	Lower Niger
hausa_area	Kano
katsina_area	Katsina
zazzau_area	Zazzau
bornu_area	Bornu
kanem_area	Kanem
adamawa_plateau_area	Adamawa Plateau
dendi_area	Dendi
azbin_area	West Azbin
east_azbin_area	East Azbin
atacora_oueme_area	Atacora Oueme
gulf_of_guinea_area	Gulf of Guinea
benin_area	Benin
sao_tome_area	Sao Tome
west_africa_coast_area	West African Coast
guinea_coast_area	Guinea
south_atlantic_islands_area	South Atlantic Islands
matamba_area	Matamba
kongo_area	Kongo
angola_namibia_area	Angola
cape_of_good_hope_area	Cape of Good Hope
south_african_plateau_area	South African Plateau
makran_area	Makran
sistan_area	Sistan
kalat_area	Kalat
ferghana_area	Ferghana
arys_area	Arys
kyzylkum_area	Kyzylkum
transoxiana_area	Transoxiana
termez_area	Khuttalan
khiva_area	Khiva
kabulistan_area	Kabulistan
transcaspia_area	Transcaspia
mashhad_area	Mashhad
herat_area	Herat
birjand_area	Birjand
ghor_area	Ghor
merv_area	Merv
balkh_area	Balkh
kerman_area	Kerman
mogostan_area	Mogostan
farsistan_area	Farsistan
iraq_e_ajam_area	Iraq-e-Ajam
azerbaijan_area	Azerbaijan
isfahan_area	Isfahan
tabriz_area	Tabriz
tabarestan_area	Tabarestan
sirhind_area	Sirhind
sind_sagar_area	Sind Sagar
oudh_area	Oudh
katehar_area	Katehar
purvanchal_area	Purvanchal
upper_doab_area	Upper Doab
lower_doab_area	Lower Doab
lahore_area	Lahore
multan_area	Multan
naga_hills_area	Naga Hills
east_bengal_area	East Bengal
north_bengal_area	North Bengal
tripura_area	Tripura
bihar_area	Bihar
mithila_area	Mithila
jharkhand_area	Jharkhand
upper_mahanadi_area	Upper Mahanadi
gaur_area	Gaur
west_bengal_area	West Bengal
gird_area	Gird
baghelkhand_area	Baghelkhand
bundelkhand_area	Bundelkhand
gondwana_area	Gondwana
orissa_area	Orissa
garjat_area	Garjat
telingana_area	North Telingana
golconda_area	South Telingana
andhra_area	Andhra
raichur_doab_area	Raichur Doab
khandesh_area	Khandesh
rayalaseema_area	Rayalaseema
malabar_area	Malabar
malwa_area	Malwa
mewar_area	Mewar
jangladesh_area	Jangladesh
marwar_area	Marwar
jaipur_area	Jaipur
sindh_area	Southern Sindh
northern_sindh_area	Northern Sindh
north_carnatic_area	North Carnatic
south_carnatic_area	South Carnatic
madura_area	Madura
tanjore_area	Tanjore
kongu_area	Kongu
konkan_area	Konkan
desh_area	Desh
ahmednagar_area	Ahmednagar
kanara_area	Kanara
maidan_area	Maidan
mysore_area	Mysore
berar_area	Berar
assam_area	Assam
himalayan_hills_area	Himalayan Hills
nepal_area	Nepal
baisi_rajya_area	Baisi Rajya
bhutan_area	Bhutan
kashmir_area	Kashmir
lanka_area	North Lanka
south_lanka_area	South Lanka
ahmedabad_area	Ahmedabad
patan_area	Patan
tapti_area	Tapti
saurashtra_area	Saurashtra
upper_burma_area	Upper Burma
central_burma_area	Central Burma
chindwin_area	Chindwin
kachin_area	Kachin
shan_hill_area	Shan Hills
karenni_area	Karenni
malaya_area	Malaya
johor_area	Johor
malacca_area	Malacca
khorat_area	Khorat
champasak_area	Champasak
champa_area	Champa
tay_nguyen_area	Tay Nguyen
cambodia_area	Cambodia
angkor_area	Angkor
lower_burma_area	Lower Burma
arakan_area	Rakhine
mekong_area	Mekong
tenasserim_area	Central Tenasserim
north_tenasserim_area	North Tenasserim
north_malaya_area	North Malaya
vietnam_area	Annam
red_river_delta_area	Sông Hông
north_laos_area	Luang Prabang
vientiane_area	Vientiane
central_thai_area	Central Thailand
sukhothai_area	Sukhothai
northern_thai_area	Chiang Mai
mindanao_area	East Mindanao
west_mindanao_area	West Mindanao
visayas_area	Visayas
palawan_area	Palawan
luzon_area	Northern Luzon
southern_luzon_area	Southern Luzon
north_sumatra_area	Aceh
batak_area	Batak
central_sumatra_area	Riau
jambi_area	Jambi
minangkabau_area	Minangkabau
south_sumatra_area	Lampung
east_java_area	East Java
surabaya_area	Surabaya
central_java_area	Central Java
west_java_area	West Java
banten_area	Banten
kutai_area	Kutai
sabah_area	Sabah
brunei_area	Brunei
kalimantan_area	Kalimantan
banjar_area	Banjar
molluca_area	Moluccas
spice_islands_area	Spice Islands
lesser_sunda_islands_area	Lesser Sunda Islands
timor_area	Timor
makassar_area	Makassar
sulawesi_area	North Sulawesi
south_sulawesi_area	South Sulawesi
pyongan_area	Pyongan
hamgyeong_area	Hamgyeong
western_korea_area	Western Korea
eastern_korea_area	Eastern Korea
south_korea_area	Southern Korea
hokkaido_area	Hokkaido
hokuriku_area	Hokuriku
kanto_area	Western Kanto
eastern_kanto_area	Eastern Kanto
kyushu_area	Southern Kyushu
shikoku_area	Shikoku
eastern_chubu_area	Eastern Chubu
chubu_area	Western Chubu
kinai_area	Kinai
thohoku_area	Tohoku
sanindo_area	San'indo
saigoku_area	Sanyodo
kamchatka_area	Kamchatka
kolyma_area	Kolyma
okhotsk_area	Okhotsk
yakutia_area	Yakutia
sakha_area	Sakha
buryatia_area	Buryatia
tunguska_area	Tunguska
central_siberia_area	Central Siberia
kara_area	Kara
ob_area	Ob
irkutsk_area	Irkutsk
perm_area	Perm
balchasj_area	Balchash
kazakhstan_area	Kazakhstan
syr_darya_area	Syr Darya
yrtesh_area	Yrtesh
ishim_area	Ishim
aqmola_area	Aqmola
heilongjiang_area	West Heilongjiangord
east_heilongjiang_area	East Heilongjiangord
central_heilongjiang_area	Central Heilongjiang
cicigar_area	Cicigar
ilan_hala_area	North Ilin Hala
sakhalin_area	Sakhalin
central_jilin_area	South Ilin Hala
ningguta_area	Ningguta
furdan_area	Furdan
jilin_area	South Jilin
liaoning_area	Liaoning
ordos_area	Ordos
chahar_area	Chahar
inner_mongolia_area	Inner Mongolia
outer_mongolia_area	Outer Mongolia
xilin_gol_area	Xilin Gol
altai_sayan_area	Kobdo
tannu_uriankhai_area	Tannu Uriankhai
central_mongolia_area	Gobi
uliastai_area	Uliastai
jetysuu_area	Jetysuu
kashgaria_area	Kashgaria
tarim_basin_area	Central Altishahr
shanshan_area	Shanshan
turpan_kumul_area	Turpan-Kumul
zungaria_area	South Dzungaria
amdo_area	Amdo
tsang_area	U
kham_area	Kham
utsang_area	Tsang
ngari_area	Ngari
hebei_area	North Hebei
south_hebei_area	South Hebei
shandong_area	Shandong
jiangsu_area	North Jiangsu
south_jiangsu_area	South Jiangsu
anhui_area	North Anhui
south_anhui_area	South Anhui
zhejiang_area	Zhejiang
jiangxi_area	Jiangxi
fujian_area	Fujian
taiwan_area	Taiwan
guangdong_area	East Guangdong
west_guangdong_area	West Guangdong
guangxi_area	Guangxi
yun_gui_area	Yun-Gui Hinterland
yun_gui_borderland_area	Yun-Gui Frontier
sichuan_area	Sichuan
chuannan_area	Chuannan
chuanbei_area	Chuanbei
huguang_area	Hubei
hunan_area	Hunan
henan_area	South Henan
north_henan_area	North Henan
shanxi_area	Shanxi
shaanxi_area	Shaanxi
gansu_area	East Gansu
west_gansu_area	West Gansu
rio_grande_do_sol_area	Rio Grande do Sul
minas_gerais_area	Minas Gerais
diamantina_area	Diamantina
goias_area	Goias
pontal_area	Pontal
mato_grosso_area	Mato Grosso
ofaie_area	Ofaie
guapore_area	Guapore
sao_paolo_area	Sao Paulo
west_sao_paolo_area	Guayra
rio_de_janeiro_area	Rio de Janeiro
bahia_area	Bahia
pernambuco_area	Pernambuco
ceara_area	Ceará
sao_francisco_area	Sao Francisco
maranhao_area	Maranhao
piaui_area	Piauí
grao_para_area	Grao Para
amapa_area	Amapá
amazon_area	Amazon
paraguay_area	Paraguay
bahia_blanca_area	Bahiá Blanca
nehuenken_area	Neheunken
buenos_aires_area	Buenos Aires
misiones_area	Mesopotamia
jujuy_area	Jujuy
banda_oriental_area	Banda Oriental
guyana_area	Guyana
suriname_area	Suriname
upper_guyana_area	Upper Guyana
quito_area	Quito
iquitos_area	Iquitos
venezuela_area	Venezuela
maracaibo_area	Maracaibo
central_llanos_area	Central Llanos
bogota_area	Bogota
popayan_area	Popayan
colombian_amazonas_area	Colombian Amazonas
cordillera_occidental_area	Cordillera Occidental
coquivacoa_area	Coquivacoa
northern_chile_area	Northern Chile
central_chile_area	Central Chile
southern_chile_area	Southern Chile
antisuyu_area	Antisuyu
kuntisuyu_area	Kuntisuyu
chimor_area	Chimor
ucayali_area	Ucayali
cajamarca_area	Cajamarca
huanuco_area	Huanuco
beni_area	Beni
moxos_area	Moxos
potosi_area	Potosí
great_woods_area	New Hampshire
maine_area	Maine
eastern_maine_area	Eastern Maine
massachusetts_bay_area	Massachusetts
connecticut_valley_area	Connecticut
hudson_valley_area	Hudson Valley
new_york_area	New York
delaware_valley_area	Delaware Valley
iroquoisia_area	Iroquoisia
south_iroquoisia_area	Lake Champlain
susquehanna_area	Westsylvania
westsylvania_area	Alleghenies
maryland_area	Maryland
chesapeake_area	Virginia
great_valley_area	Great Valley
piedmont_north_america_area	Piedmont Plateau
carolinas_area	North Carolina
south_carolina_area	South Carolina
south_carolina_piedmont_area	South Carolina Piedmont
american_georgia_area	Georgia
upper_american_georgia_area	Upper Georgia
florida_area	Florida
north_florida_area	East Florida
appalachia_area	Vandalia
south_appalachia_area	Overmountain
west_florida_area	West Florida
mississippi_area	Mississippi
choctaw_area	Tennessee
alabama_area	Alabama
kentucky_area	Kentucky
western_kentucky_area	Western Kentucky
ohio_country_area	Ohio
miami_river_area	Indiana
illinois_country_area	Illinois
southern_illinois_area	Southern Illinois
mississippi_plain_area	Arkansas
michigan_area	Michigan
lake_superior_area	Lake Superior
wisconsin_area	Wisconsin
lower_louisiana_area	Louisiana
upper_louisiana_area	Upper Louisiana
ozarks_area	Ozarks
iowa_area	Iowa
lower_plains_area	Southern Plains
central_plains_area	Central Plains
kansas_area	Kansas
high_plains_area	High Plains
